n_01,n_11,n_02,n_12,n_22,mu0,theta1,theta2,sigma,alpha,futility_bound,lambda0,lambda1,lambda2,trend_pattern,period_blocks,B_boot,Z_1,arm_1_stop,arm_1_cont,boot_stop,theta2_tilde_unadj,theta2_tilde_adj_theta1_true,theta2_tilde_adj_theta1_per12,theta2_tilde_adj_theta1_per1,theta2_tilde_adj_theta1_per2,theta2_tilde_adj_theta1_rao,theta2_tilde_unadj_cond,theta2_tilde_adj_theta1_true_cond,theta2_tilde_adj_theta1_per12_cond,theta2_tilde_adj_theta1_per1_cond,theta2_tilde_adj_theta1_per2_cond,theta2_tilde_adj_theta1_rao_cond,bias_est_theta1_true,bias_est_theta1_per12,bias_est_theta1_per1,bias_est_theta1_per2,bias_est_theta1_rao,var_boot_est_unadj,var_boot_est_adj_theta1_true,var_boot_est_adj_theta1_per12,var_boot_est_adj_theta1_per1,var_boot_est_adj_theta1_per2,var_boot_est_adj_theta1_rao,bias_arm2_unadj,bias_arm2_adj_theta1_true,bias_arm2_adj_theta1_per12,bias_arm2_adj_theta1_per1,bias_arm2_adj_theta1_per2,bias_arm2_adj_theta1_rao,bias_arm2_unadj_cond,bias_arm2_adj_theta1_true_cond,bias_arm2_adj_theta1_per12_cond,bias_arm2_adj_theta1_per1_cond,bias_arm2_adj_theta1_per2_cond,bias_arm2_adj_theta1_rao_cond,MSE_arm2_unadj,MSE_arm2_adj_theta1_true,MSE_arm2_adj_theta1_per12,MSE_arm2_adj_theta1_per1,MSE_arm2_adj_theta1_per2,MSE_arm2_adj_theta1_rao,MSE_arm2_unadj_cond,MSE_arm2_adj_theta1_true_cond,MSE_arm2_adj_theta1_per12_cond,MSE_arm2_adj_theta1_per1_cond,MSE_arm2_adj_theta1_per2_cond,MSE_arm2_adj_theta1_rao_cond,reject_h02_unadj,reject_h02_adj_theta1_true,reject_h02_adj_theta1_per12,reject_h02_adj_theta1_per1,reject_h02_adj_theta1_per2,reject_h02_adj_theta1_rao,reject_h02_unadj_cond,reject_h02_adj_theta1_true_cond,reject_h02_adj_theta1_per12_cond,reject_h02_adj_theta1_per1_cond,reject_h02_adj_theta1_per2_cond,reject_h02_adj_theta1_rao_cond,theta2_tilde_unadj_stop,bias_arm2_unadj_stop,MSE_arm2_unadj_stop,reject_h02_unadj_stop,theta2_sep,bias_arm2_sep,MSE_arm2_sep,reject_h02_sep,var_theta2_tilde_unadj,var_theta2_tilde_adj_theta1_true,var_theta2_tilde_adj_theta1_per12,var_theta2_tilde_adj_theta1_per1,var_theta2_tilde_adj_theta1_per2,var_theta2_tilde_adj_theta1_rao,var_theta2_tilde_unadj_cond,var_theta2_tilde_adj_theta1_true_cond,var_theta2_tilde_adj_theta1_per12_cond,var_theta2_tilde_adj_theta1_per1_cond,var_theta2_tilde_adj_theta1_per2_cond,var_theta2_tilde_adj_theta1_rao_cond,var_theta2_tilde_unadj_stop,var_bias_est_theta1_true,var_bias_est_theta1_per12,var_bias_est_theta1_per1,var_bias_est_theta1_per2,var_bias_est_theta1_rao,sd_bias_arm2_unadj,sd_bias_arm2_adj_theta1_true,sd_bias_arm2_adj_theta1_per12,sd_bias_arm2_adj_theta1_per1,sd_bias_arm2_adj_theta1_per2,sd_bias_arm2_adj_theta1_rao,sd_bias_arm2_unadj_cond,sd_bias_arm2_adj_theta1_true_cond,sd_bias_arm2_adj_theta1_per12_cond,sd_bias_arm2_adj_theta1_per1_cond,sd_bias_arm2_adj_theta1_per2_cond,sd_bias_arm2_adj_theta1_rao_cond
150,150,150,150,150,0,0,0,1,0.025,0.5,-0.15,-0.15,-0.15,linear,2,1000,0.00540652284498536,0.49654,0.50346,385.2678266396536,0.012458857224368665,8.626915915127639e-4,0.0036675758234281037,0.0063702222888749275,-6.226288985028852e-4,-2.2900191729631134e-4,0.02315319989714254,1.2025659905351539e-4,0.005691472250575661,0.01105961761554373,-0.0028299688210705245,-0.0020481252164016852,0.023032943298089026,0.01746172764656688,0.012093582281598812,0.025983168718213066,0.025201325113544226,0.011231150373519443,0.011231150373519443,0.011898543534902314,0.011511082428086317,0.012493706474737788,0.012482216296954953,0.012458857224368665,8.626915915127639e-4,0.0036675758234281037,0.0063702222888749275,-6.226288985028852e-4,-2.2900191729631134e-4,0.02315319989714254,1.2025659905351539e-4,0.005691472250575661,0.01105961761554373,-0.0028299688210705245,-0.0020481252164016852,0.012585206839569128,0.012315323983190173,0.01267005376279575,0.012501828077558496,0.012987118117713529,0.012963509127597536,0.011657543798507797,0.011121487594680372,0.011826071433725337,0.011491932306014587,0.012455842130340318,0.012408948652971723,0.03357,0.02628,0.02774,0.02929,0.02592,0.026,0.039665514638700196,0.025185714853215746,0.028085647320541852,0.031164342748182576,0.024470663011957255,0.024629563421125808,0.001615473484821527,0.001615473484821527,0.01352579820109637,0.027389535586256897,9.641236726500137e-4,9.641236726500137e-4,0.013449836968774241,0.02611,0.012430108017312098,0.01231470289343704,0.012656729217667332,0.01246137295927841,0.012986860319571473,0.012963586321582626,0.011121694038247422,0.011121694038247422,0.011793912834543152,0.011369842998300617,0.012448080657450816,0.012405000231021219,0.01352346080042124,0,7.895863807686732e-5,4.044842924413721e-5,3.1141636336258927e-4,2.4912736486671863e-4,0.11149039428270087,0.1109716310299035,0.11250212983613836,0.11163051983789384,0.11395990663198823,0.11385774598850368,0.10545944262249551,0.10545944262249551,0.10859978284758746,0.1066294659008504,0.1115709669109792,0.11137773669374512
150,150,150,150,150,0,0,0,1,0.025,0.5,-0.075,-0.075,-0.075,linear,2,1000,6.926163986128071e-5,0.49929,0.50071,385.4210620918296,0.011902534939015611,3.697099002294547e-4,0.003097675895669827,0.005845747976030159,-0.0012569349785698349,-8.246390356406702e-4,0.023342624057248202,3.0968075915917666e-4,0.005757876312354384,0.01124622701507718,-0.002938995877615183,-0.002075629971343759,0.023032943298089026,0.017584747744893818,0.012096397042171022,0.026281619934863384,0.02541825402859196,0.011227561385349274,0.011227561385349274,0.011897810893620107,0.011507109982594736,0.012496323876426949,0.0124861608165385,0.011902534939015611,3.697099002294547e-4,0.003097675895669827,0.005845747976030159,-0.0012569349785698349,-8.246390356406702e-4,0.023342624057248202,3.0968075915917666e-4,0.005757876312354384,0.01124622701507718,-0.002938995877615183,-0.002075629971343759,0.012440720181332831,0.012167942288121167,0.012524181692786355,0.012360286196802588,0.01283930944149919,0.012821022554945856,0.011679426835080746,0.011134644639375316,0.011846113163401577,0.01151878697462211,0.012475474967066042,0.012438953055074404,0.03363,0.02576,0.02738,0.02904,0.02533,0.02546,0.04176069980627509,0.026043018913143336,0.029278424637015438,0.0325937169219708,0.02518423838149827,0.025443869705018874,4.2990976649014275e-4,4.2990976649014275e-4,0.013204178675197884,0.02547617617016163,2.3117496004197545e-4,2.3117496004197545e-4,0.013282148854760483,0.02521,0.012299172835086695,0.012167927281983659,0.01251471124394418,0.012326236689770224,0.012837857934538182,0.012820470730114055,0.011134771116845967,0.011134771116845967,0.011813195952673222,0.011392536880195802,0.012467086258459381,0.012434893160509471,0.013204258313491025,0,7.99755285638531e-5,4.0515179985187955e-5,3.1971044635675767e-4,2.5386987872035114e-4,0.11090163585397059,0.11030832825305467,0.11186917021210169,0.11102358618676585,0.11330427147525456,0.11322751754813869,0.10552142491857266,0.10552142491857266,0.10868852723573552,0.10673582753787877,0.11165610712567128,0.11151185210778929
150,150,150,150,150,0,0,0,1,0.025,0.5,0,0,0,linear,2,1000,0.0011703978208234297,0.4997,0.5003,385.783349990006,0.011075774519679693,-4.4760701235424543e-4,0.0022909844127308424,0.005026978715388294,-0.002028740214779832,-0.001618433031954616,0.022733491384336828,-2.99451913752197e-4,0.00517444659731134,0.010643153978197713,-0.0034598220964937253,-0.0026396998042186584,0.023032943298089026,0.01755904478702549,0.012090337406139115,0.026193313480830555,0.025373191188555487,0.011216366566895241,0.011216366566895241,0.011885502019811516,0.011495956373146496,0.01248307047663588,0.012472193499167391,0.011075774519679693,-4.4760701235424543e-4,0.0022909844127308424,0.005026978715388294,-0.002028740214779832,-0.001618433031954616,0.022733491384336828,-2.99451913752197e-4,0.00517444659731134,0.010643153978197713,-0.0034598220964937253,-0.0026396998042186584,0.012528487093585925,0.01226997109746167,0.01262321144003865,0.012457188894211622,0.012938950989645636,0.012923968581011906,0.01171642250034116,0.011199700541268093,0.011905757592191498,0.011573911608127882,0.0125368580311421,0.012506911181984139,0.03304,0.02548,0.02716,0.02855,0.0252,0.02562,0.04097541475114931,0.025864481311213272,0.029222466520087947,0.03200079952028783,0.02530481710973416,0.02614431341195283,-5.959400038103287e-4,-5.959400038103287e-4,0.013341526749380113,0.025095057034220533,-5.333943539016027e-4,-5.333943539016027e-4,0.01336661717733232,0.02525,0.012405938371758856,0.012269893444358604,0.012618089011349387,0.012432042699633652,0.012934964552432095,0.012921478470317688,0.01119983473219666,0.01119983473219666,0.01187922013654064,0.011460863961355585,0.01252513801475148,0.012500193020875796,0.013341438593857228,0,7.970542366939312e-5,4.075889596750247e-5,3.1444323305459697e-4,2.5257042811170833e-4,0.11138194814133417,0.11076955107049322,0.11233026756555593,0.11149907039806947,0.11373198561720486,0.11367268128410488,0.10582927162272572,0.10582927162272572,0.10899183518291927,0.10705542471708561,0.11191576303073432,0.11180426208725584
150,150,150,150,150,0,0,0,1,0.025,0.5,0.07499999999999998,0.07499999999999998,0.07499999999999998,linear,2,1000,-0.004006470545918638,0.50195,0.49805,384.4757956028511,0.011377866201828842,-9.369120778439687e-5,0.0026817768877731947,0.005359015018517866,-0.001555640647786934,-0.0011689991398526774,0.022831200773850768,-2.0174252423825896e-4,0.0053709270783269284,0.01074636755768577,-0.0031370892564991505,-0.0023607786291841085,0.023032943298089026,0.01746027369552384,0.012084833216164997,0.02596829003034992,0.025191979403034876,0.011219973492698033,0.011219973492698033,0.011886778616091612,0.011499832219896483,0.012481289743173567,0.012469767528586044,0.011377866201828842,-9.369120778439687e-5,0.0026817768877731947,0.005359015018517866,-0.001555640647786934,-0.0011689991398526774,0.022831200773850768,-2.0174252423825896e-4,0.0053709270783269284,0.01074636755768577,-0.0031370892564991505,-0.0023607786291841085,0.012512703797870964,0.012253108668412088,0.012598282179423438,0.012436721265750265,0.012902168538395074,0.012884602139531525,0.011563166147311205,0.011041943118581407,0.01173499303527923,0.01141060609888093,0.012345145347239142,0.012309874995138855,0.03252,0.02513,0.02673,0.02811,0.02508,0.02523,0.03961449653649232,0.024776628852524848,0.027989157715088846,0.030759963859050297,0.02467623732556972,0.0249774119064351,1.352058255297938e-5,1.352058255297938e-5,0.013454863827478073,0.025480625560314774,2.444858592952185e-5,2.444858592952185e-5,0.013343981296954643,0.02513,0.012383371792282168,0.012253222422593898,0.012591216164309287,0.012408126305044617,0.01289987751934522,0.012883364414186691,0.011042124125675682,0.011042124125675682,0.011706381221895722,0.01129534847465222,0.012335551695210003,0.012304548773890823,0.013455131701882835,0,7.822563253856676e-5,4.0182698873219945e-5,3.0839068626920696e-4,2.464037495234826e-4,0.11128059935263723,0.11069427457006933,0.11221058846788608,0.11139176946724842,0.11357762772370807,0.11350490920742896,0.10508151181666393,0.10508151181666393,0.10819603145169292,0.10627957694050263,0.11106552883415269,0.11092587062489445
150,150,150,150,150,0,0,0,1,0.025,0.5,0.15,0.15,0.15,linear,2,1000,5.09467712641935e-4,0.50023,0.49977,385.4788402665226,0.01238634413274767,8.751700606617167e-4,0.003653370913662151,0.00634241148303655,-6.252152093387872e-4,-2.1361751604816022e-4,0.023989330114238885,9.563868161498612e-4,0.006515345643211178,0.01189590183780949,-0.002045764713554811,-0.0012221904828274223,0.023032943298089026,0.017473984471027708,0.012093428276429397,0.026035094827793696,0.02521152059706631,0.011223685333041852,0.011223685333041852,0.011891569003599677,0.011503245212326966,0.012487442695111643,0.012475659988244512,0.01238634413274767,8.751700606617167e-4,0.003653370913662151,0.00634241148303655,-6.252152093387872e-4,-2.1361751604816022e-4,0.023989330114238885,9.563868161498612e-4,0.006515345643211178,0.01189590183780949,-0.002045764713554811,-0.0012221904828274223,0.012454085601008807,0.01216693111107012,0.012518590313210013,0.01235910977544802,0.01282216317090422,0.012798514502467358,0.011693616124016672,0.011119042840428849,0.011822684920065265,0.011503577054923313,0.012430110051013916,0.012382790947352507,0.03303,0.0252,0.02712,0.02841,0.02515,0.02538,0.041258979130399984,0.025591772215219,0.029433539428136944,0.03201472677431619,0.025491726194049262,0.02595193789143006,7.940279902334939e-4,7.940279902334939e-4,0.013213855767764819,0.024808588049497232,9.068492356405282e-4,9.068492356405282e-4,0.013284471835422623,0.02551,0.012300787087904833,0.012166286851303556,0.012505368247859699,0.012319006782095687,0.01282190049585119,0.012798596855992755,0.011118350634035325,0.011118350634035325,0.011780470909063147,0.011362291924808204,0.01242617353559481,0.012381544942637683,0.013213489435596047,0,7.83660318039567e-5,4.0553866967964775e-5,3.123848784296005e-4,2.475827822338006e-4,0.11090891347364662,0.1103008923413748,0.11182740383224364,0.1109910211778218,0.11323383105702638,0.1131308837408811,0.10544358981955862,0.10544358981955862,0.10853787776192764,0.10659405201421046,0.11147274795031659,0.1112723907473803
150,150,150,150,150,0,0,0,1,0.025,0.5,-0.15,-0.15,-0.15,stepwise,2,1000,-4.786395872852219e-4,0.50133,0.49867,384.4823229791245,0.01180493412661715,3.190962921590967e-4,0.0030450619707028505,0.005783638151523741,-0.001281589377627641,-8.541206959512396e-4,0.022890549121116474,-1.4239417697255207e-4,0.0053240779960953164,0.010815838440519265,-0.003352303876346362,-0.0024950863142784584,0.023032943298089026,0.017566471125021157,0.012074710680597208,0.026242852997462835,0.025385635435394932,0.011219633634088547,0.011219633634088547,0.01188931992993473,0.011499546744296322,0.012487742739217616,0.012476710804769805,0.01180493412661715,3.190962921590967e-4,0.0030450619707028505,0.005783638151523741,-0.001281589377627641,-8.541206959512396e-4,0.022890549121116474,-1.4239417697255207e-4,0.0053240779960953164,0.010815838440519265,-0.003352303876346362,-0.0024950863142784584,0.01250144476016821,0.012240163141446648,0.01259211844380506,0.012425022734708939,0.01290838690161548,0.012889238484733816,0.011653021775311898,0.011129064812347288,0.01183485281314624,0.011499770074870179,0.012469076764477617,0.012430677789440693,0.03305,0.0254,0.02709,0.02848,0.0251,0.02544,0.04110935087332304,0.025768544327912247,0.029157559107225218,0.03194497362985541,0.02516694407122947,0.02584875769546995,7.781381453134647e-4,7.781381453134647e-4,0.013345366109096654,0.025033411126403764,1.5772345372548914e-4,1.5772345372548914e-4,0.013347585023605777,0.02516,0.012362211912553565,0.012240183720840186,0.012582971871118351,0.01239169618140299,0.012906873499017622,0.012888637848949053,0.011129267715256123,0.011129267715256123,0.01180674377130718,0.011383015981209969,0.012458088649509228,0.012424701490511857,0.01334502680258756,0,7.975169939754722e-5,4.0626512187397814e-5,3.132321553878272e-4,2.528163925880333e-4,0.11118548427089557,0.1106353637895234,0.11217384664492143,0.11131799576619672,0.11360842177857072,0.11352813681616136,0.10549534451934893,0.10549534451934893,0.10865884120175026,0.10669121791979867,0.11161580824197452,0.11146614504194471
150,150,150,150,150,0,0,0,1,0.025,0.5,-0.075,-0.075,-0.075,stepwise,2,1000,6.247264808284142e-4,0.50088,0.49912,383.64040711652507,0.011445152671114124,-5.104998782806975e-5,0.0027174979114319765,0.005432976559419796,-0.0015887964053170143,-0.00115881717001766,0.022975162914961284,-5.7780383127740395e-5,0.005489077885945922,0.010929610519356363,-0.003138695628938256,-0.002277220962927368,0.023032943298089026,0.017486085029015365,0.012045552395604921,0.02611385854389954,0.025252383877888654,0.011219439132957072,0.011219439132957072,0.011887937695160306,0.011499192271074035,0.012484455035141671,0.012472911267367026,0.011445152671114124,-5.104998782806975e-5,0.0027174979114319765,0.005432976559419796,-0.0015887964053170143,-0.00115881717001766,0.022975162914961284,-5.7780383127740395e-5,0.005489077885945922,0.010929610519356363,-0.003138695628938256,-0.002277220962927368,0.012447522311929693,0.012184059437931232,0.01253357561109599,0.012372301619841914,0.012840209334674842,0.012827251372442616,0.011640409888789787,0.01111255511639345,0.011812819928792786,0.011489703260949231,0.012427168629664026,0.012401207012753811,0.03307,0.02523,0.02706,0.02852,0.0253,0.02527,0.04047122936368008,0.024763583907677512,0.028430036864882192,0.031355185125821444,0.024903830742106108,0.024843724955922422,-4.434324189696527e-5,-4.434324189696527e-5,0.013251798690778098,0.02569477719214183,-1.3130945366716956e-4,-1.3130945366716956e-4,0.01326816683499064,0.0255,0.01231665395880417,0.012184178673616711,0.012526316079358146,0.012342907814624856,0.012837813438791682,0.012826036775576845,0.011112774425168611,0.011112774425168611,0.011782926026765601,0.011370474685284487,0.012417566008602055,0.012396269639950634,0.013252061300027988,0,8.007400821964018e-5,4.079055617211334e-5,3.1610691457245577e-4,2.5350435688622656e-4,0.11098042151120247,0.11038196715775957,0.1119210260824933,0.11109864002149106,0.11330407511996946,0.11325209391254912,0.10541714483502487,0.10541714483502487,0.10854918713083761,0.10663242792548844,0.11143413304998633,0.11133853618559314
150,150,150,150,150,0,0,0,1,0.025,0.5,0,0,0,stepwise,2,1000,-0.0013405199910657434,0.50056,0.49944,385.2538042607721,0.011520094545184663,1.6521344387080055e-5,0.0028129698369853033,0.005484421835289032,-0.001449013303582957,-0.0010414996940219113,0.023410108466790727,3.7716516870169947e-4,0.005976333222117972,0.011325227980855215,-0.002557190605705711,-0.0017412495325817205,0.023032943298089026,0.017433775244672753,0.01208488048593551,0.025967299072496435,0.025151357999372445,0.011219345521534339,0.011219345521534339,0.011886643491740958,0.011499184405302496,0.012480763392448939,0.012469813920871974,0.011520094545184663,1.6521344387080055e-5,0.0028129698369853033,0.005484421835289032,-0.001449013303582957,-0.0010414996940219113,0.023410108466790727,3.7716516870169947e-4,0.005976333222117972,0.011325227980855215,-0.002557190605705711,-0.0017412495325817205,0.012494932994495046,0.012221294350981756,0.012569499321840647,0.012410648945947001,0.012873296893567015,0.012853469258720189,0.01169100501062498,0.011143114085762554,0.011840304881171193,0.01152224790557123,0.012448581294206526,0.012408881560811472,0.03294,0.02456,0.02634,0.02797,0.02441,0.02464,0.041266218164344066,0.02448742591702707,0.028051417587698222,0.03131507288162742,0.02418708954028512,0.024647605317956112,-3.433155415320775e-4,-3.433155415320775e-4,0.013297062194319377,0.024632411698897235,1.1568831231668877e-4,1.1568831231668877e-4,0.01333143472202202,0.02521,0.012362344039605448,0.012221416292189858,0.012561712139658255,0.012380693870018307,0.012871325967272727,0.012852513062238164,0.011143194945984432,0.011143194945984432,0.011804824683607638,0.011394215256574615,0.012442291195256347,0.012406098011045166,0.01329720997543355,0,7.877449214348599e-5,4.06455186940779e-5,3.132483588908011e-4,2.484275442804616e-4,0.11118607844332602,0.1105505146627091,0.11207904415928187,0.11126856640587363,0.11345186630140876,0.11336892458799352,0.10556133262698246,0.10556133262698246,0.10865001004881517,0.10674368953982533,0.11154501869315522,0.11138266476900778
150,150,150,150,150,0,0,0,1,0.025,0.5,0.07499999999999998,0.07499999999999998,0.07499999999999998,stepwise,2,1000,-0.005996969428421091,0.50362,0.49638,384.710846528869,0.01082317942097304,-6.099129733323915e-4,0.002155646866363811,0.004827638523292534,-0.002094662055487249,-0.0016858314956738182,0.022850471198937856,-1.8247209915117057e-4,0.005388984929125961,0.010771940843805687,-0.0031736262192906955,-0.0023500020607560433,0.023032943298089026,0.017461486269811893,0.012078530355132167,0.026024097418228552,0.0252004732596939,0.01121956644764349,0.01121956644764349,0.011887314965193341,0.01149934029090313,0.012482234492143801,0.012471386080396218,0.01082317942097304,-6.099129733323915e-4,0.002155646866363811,0.004827638523292534,-0.002094662055487249,-0.0016858314956738182,0.022850471198937856,-1.8247209915117057e-4,0.005388984929125961,0.010771940843805687,-0.0031736262192906955,-0.0023500020607560433,0.01253185504777212,0.012272689719670226,0.012622502334715261,0.012455568356845118,0.012936763811170936,0.012915194809171629,0.011750267893285761,0.011228157155339242,0.01193288461221711,0.011596581824292244,0.012565991257238413,0.0125225386564098,0.03292,0.02512,0.02677,0.02827,0.02486,0.02492,0.041399734074700836,0.025685966396712195,0.029010032636286716,0.03203191103589992,0.02516217414077924,0.02528304927676377,-0.0010312089924064442,-0.0010312089924064442,0.013302206169141283,0.024562169889996426,-5.568177015077056e-4,-5.568177015077056e-4,0.013391504836622152,0.02509,0.012414837983373379,0.012272440450239688,0.012617981701119808,0.01243238658699941,0.012932505527099509,0.012912481906158886,0.011228350063995751,0.011228350063995751,0.011904083271598134,0.011480778404858278,0.012556172308697853,0.012517268317809254,0.013301406893093731,0,7.897316154408275e-5,4.054786811434886e-5,3.142086492658315e-4,2.492981594852466e-4,0.11142189184973202,0.11078104734222226,0.11232978990953293,0.1115006124960729,0.11372117448874465,0.11363310215847706,0.10596390925213996,0.10596390925213996,0.1091058351858329,0.10714839431768577,0.11205432748759797,0.11188059848699977
150,150,150,150,150,0,0,0,1,0.025,0.5,0.15,0.15,0.15,stepwise,2,1000,-0.004886873402853362,0.50143,0.49857,387.0778827446497,0.011439608854459608,-4.392568566863784e-5,0.002687071377282348,0.005391042410966408,-0.0015967076895976357,-0.0012097393881427966,0.022676026850254362,-3.569164478346636e-4,0.0051207437863370385,0.010544196929695163,-0.003471387843885364,-0.0026952314336423913,0.023032943298089026,0.017555283063917324,0.012131829920559199,0.026147414694139726,0.025371258283896754,0.011212926850602793,0.011212926850602793,0.011882394975904735,0.011492846635978798,0.01248006211181108,0.012469336110202218,0.011439608854459608,-4.392568566863784e-5,0.002687071377282348,0.005391042410966408,-0.0015967076895976357,-0.0012097393881427966,0.022676026850254362,-3.569164478346636e-4,0.0051207437863370385,0.010544196929695163,-0.003471387843885364,-0.0026952314336423913,0.012544367150782122,0.012288064875571,0.012633400303196174,0.01246976189872083,0.012943806467476,0.012927069238234713,0.011699414754060904,0.011185339949698182,0.011877991789209534,0.0115497762839137,0.012500584733590113,0.012467014263563262,0.03388,0.02614,0.02772,0.02927,0.02586,0.02576,0.04143851415047035,0.025914114367089878,0.029083177888761857,0.032192069318250194,0.025352508173375855,0.025151934532763705,2.6727987501404065e-4,2.6727987501404065e-4,0.013384500203119034,0.026364597251859682,-6.787897094492249e-7,-6.787897094492249e-7,0.013386520178991774,0.02603,0.012413626636305455,0.012288185827963418,0.0126263062136717,0.012440822968673678,0.012941386405894038,0.012925735026197751,0.01118543691072775,0.01118543691072775,0.011852007492313353,0.011438825627711554,0.012488784692128689,0.012459999905836681,0.01338469569508014,0,7.995894108705439e-5,4.0479083048182334e-5,3.1570083647222696e-4,2.5322875494898146e-4,0.11141645585956078,0.11085208986736975,0.11236683769543264,0.1115384371805239,0.11376021451234188,0.11369140260458463,0.10576122593241698,0.10576122593241698,0.10886692561248046,0.10695244563688833,0.11175323123797669,0.11162436967722004
